24.0505,-2165
24.051,-2169.5
24.0515,-2175.5
24.052,-2178.5
24.0525,-2180.5
24.053,-2175.5
24.0535,-2165
24.054,-2154
24.0545,-2140.5
24.055,-2129
24.0555,-2134
24.056,-2138
24.0565,-2147
24.057,-2167.5
24.0575,-2181.5
24.058,-2195.5
24.0585,-2197.5
24.059,-2195
24.0595,-2188
24.06,-2177.5
24.0605,-2165
24.061,-2154
24.0615,-2150
24.062,-2143.5
24.0625,-2147.5
24.063,-2155.5
24.0635,-2167.5
24.064,-2175.5
24.0645,-2178.5
24.065,-2181
24.0655,-2178.5
24.066,-2175.5
24.0665,-2167.5
24.067,-2157.5
24.0675,-2149.5
24.068,-2150
24.0685,-2161.5
24.069,-2167.5
24.0695,-2175.5
24.07,-2176.5
24.0705,-2180
24.071,-2180.5
24.0715,-2179.5
24.072,-2175.5
24.0725,-2166
24.073,-2159.5
24.0735,-2155.5
24.074,-2143.5
24.0745,-2140.5
24.075,-2140.5
24.0755,-2149
24.076,-2157
24.0765,-2169.5
24.077,-2173.5
24.0775,-2171.5
24.078,-2170
24.0785,-2166
24.079,-2159.5
24.0795,-2150
24.08,-2135
24.0805,-2134
24.081,-2139.5
24.0815,-2146
24.082,-2159.5
24.0825,-2165
24.083,-2177.5
24.0835,-2183.5
24.084,-2180.5
24.0845,-2175.5
24.085,-2165
24.0855,-2159.5
24.086,-2154
24.0865,-2149.5
24.087,-2149
24.0875,-2149
24.088,-2149
24.0885,-2153.5
24.089,-2158
24.0895,-2159.5
24.09,-2160.5
24.0905,-2167.5
24.091,-2171
24.0915,-2173.5
24.092,-2171.5
24.0925,-2171.5
24.093,-2160.5
24.0935,-2157
24.094,-2148.5
24.0945,-2140.5
24.095,-2138
24.0955,-2138
24.096,-2142
24.0965,-2145
24.097,-2151
24.0975,-2167
24.098,-2169.5
24.0985,-2174
24.099,-2167.5
24.0995,-2158
24.1,-2146
24.1005,-2141
24.101,-2131.5
24.1015,-2121.5
24.102,-2111.5
24.1025,-2104
24.103,-2101
24.1035,-2109
24.104,-2111.5
24.1045,-2119.5
24.105,-2125.5
24.1055,-2131.5
24.106,-2131.5
24.1065,-2127.5
24.107,-2119.5
24.1075,-2109
24.108,-2095.5
24.1085,-2090.5
24.109,-2084.5
24.1095,-2082
24.11,-2085
24.1105,-2086
24.111,-2086
24.1115,-2085.5
24.112,-2080.5
24.1125,-2080.5
24.113,-2072.5
24.1135,-2071.5
24.114,-2073.5
24.1145,-2078
24.115,-2076.5
24.1155,-2079.5
24.116,-2079.5
24.1165,-2068.5
24.117,-2059
24.1175,-2052
24.118,-2045
24.1185,-2044
24.119,-2047.5
24.1195,-2056.5
24.12,-2067.5
24.1205,-2074.5
24.121,-2080.5
24.1215,-2080.5
24.122,-2069
24.1225,-2060
24.123,-2047.5
24.1235,-2039.5
24.124,-2037
24.1245,-2042
24.125,-2053
24.1255,-2059
24.126,-2078
24.1265,-2079.5
24.127,-2079.5
24.1275,-2066.5
24.128,-2056
24.1285,-2043.5
24.129,-2035
24.1295,-2024.5
24.13,-2029
24.1305,-2035.5
24.131,-2047.5
24.1315,-2058.5
24.132,-2071.5
24.1325,-2080
24.133,-2085
24.1335,-2080
24.134,-2068.5
24.1345,-2058
24.135,-2053
24.1355,-2042
24.136,-2043
24.1365,-2043.5
24.137,-2039.5
24.1375,-2045.5
24.138,-2049.5
24.1385,-2052.5
24.139,-2058.5
24.1395,-2063.5
24.14,-2066
24.1405,-2069
24.141,-2076
24.1415,-2076.5
24.142,-2076
24.1425,-2070
24.143,-2067
24.1435,-2064
24.144,-2060.5
24.1445,-2058
24.145,-2057.5
24.1455,-2055.5
24.146,-2054
24.1465,-2055.5
24.147,-2058
24.1475,-2059.5
24.148,-2066
24.1485,-2068.5
24.149,-2074
24.1495,-2077.5
24.15,-2074
24.1505,-2074
24.151,-2067.5
24.1515,-2066.5
24.152,-2069
24.1525,-2077
24.153,-2079.5
24.1535,-2084.5
24.154,-2089
24.1545,-2090
24.155,-2094
24.1555,-2090
24.156,-2085.5
24.1565,-2074
24.157,-2068
24.1575,-2066
24.158,-2066
24.1585,-2068
24.159,-2074
24.1595,-2080.5
24.16,-2087.5
24.1605,-2095.5
24.161,-2099
24.1615,-2100
24.162,-2102
24.1625,-2099.5
24.163,-2095.5
24.1635,-2094
24.164,-2090
24.1645,-2084.5
24.165,-2084.5
24.1655,-2084.5
24.166,-2084.5
24.1665,-2084.5
24.167,-2087.5
24.1675,-2080.5
24.168,-2082
24.1685,-2079.5
24.169,-2073
24.1695,-2070
24.17,-2072
24.1705,-2073
24.171,-2074
24.1715,-2080
24.172,-2083.5
24.1725,-2087.5
24.173,-2087.5
24.1735,-2082
24.174,-2070
24.1745,-2058
24.175,-2039.5
24.1755,-2035.5
24.176,-2031.5
24.1765,-2031.5
24.177,-2036.5
24.1775,-2053.5
24.178,-2063.5
24.1785,-2079.5
24.179,-2086
24.1795,-2090
24.18,-2086
24.1805,-2079.5
24.181,-2069.5
24.1815,-2063.5
24.182,-2063.5
24.1825,-2063.5
24.183,-2071.5
24.1835,-2082
24.184,-2095.5
24.1845,-2113
24.185,-2127.5
24.1855,-2139
24.186,-2149
24.1865,-2151.5
24.187,-2155.5
24.1875,-2159.5
24.188,-2170
24.1885,-2192
24.189,-2211
24.1895,-2242
24.19,-2275.5
24.1905,-2308.5
24.191,-2330
24.1915,-2352.5
24.192,-2361
24.1925,-2369
24.193,-2383
24.1935,-2398
24.194,-2420.5
24.1945,-2455.5
24.195,-2501
24.1955,-2558
24.196,-2604
24.1965,-2659.5
24.197,-2698.5
24.1975,-2735
24.198,-2755.5
24.1985,-2767.5
24.199,-2781
24.1995,-2798.5
24.2,-2835.5
24.2005,-2879.5
24.201,-2936
24.2015,-2999.5
24.202,-3048
24.2025,-3102
24.203,-3116.5
24.2035,-3121
24.204,-3117
24.2045,-3100.5
24.205,-3087.5
24.2055,-3093
24.206,-3102
24.2065,-3124.5
24.207,-3166
24.2075,-3190.5
24.208,-3181
24.2085,-3172.5
24.209,-3162
24.2095,-3156.5
24.21,-3147
24.2105,-3146
24.211,-3144.5
24.2115,-3087.5
24.212,-3023.5
24.2125,-2955.5
24.213,-2918
24.2135,-2911.5
24.214,-2912.5
24.2145,-2938
24.215,-2949
24.2155,-2959.5
24.216,-2943.5
24.2165,-2911
24.217,-2854
24.2175,-2789
24.218,-2722
24.2185,-2658
24.219,-2594
24.2195,-2543.5
24.22,-2498.5
24.2205,-2453
24.221,-2410
24.2215,-2373
24.222,-2330
24.2225,-2297.5
24.223,-2254
24.2235,-2221
24.224,-2183.5
24.2245,-2146
24.225,-2115.5
24.2255,-2076
24.226,-2042
24.2265,-2003.5
24.227,-1957
24.2275,-1915
24.228,-1871.5
24.2285,-1836.5
24.229,-1811.5
24.2295,-1796.5
24.23,-1791.5
24.2305,-1789
24.231,-1792
24.2315,-1793
24.232,-1792.5
24.2325,-1781
24.233,-1768.5
24.2335,-1751
24.234,-1738
24.2345,-1727.5
24.235,-1718
24.2355,-1714
24.236,-1711.5
24.2365,-1711.5
24.237,-1719.5
24.2375,-1727.5
24.238,-1731.5
24.2385,-1739.5
24.239,-1746
24.2395,-1750
24.24,-1743.5
24.2405,-1735
24.241,-1723.5
24.2415,-1710
24.242,-1708
24.2425,-1719.5
24.243,-1730
24.2435,-1751.5
24.244,-1782
24.2445,-1801
24.245,-1818
24.2455,-1834
24.246,-1836.5
24.2465,-1830
24.247,-1823.5
24.2475,-1817.5
24.248,-1810
24.2485,-1808
24.249,-1812.5
24.2495,-1821
24.25,-1839.5
24.2505,-1858.5
24.251,-1883.5
24.2515,-1899.5
24.252,-1914
24.2525,-1921
24.253,-1926
24.2535,-1930
24.254,-1935.5
24.2545,-1935.5
24.255,-1942
24.2555,-1942
24.256,-1949
24.2565,-1952.5
24.257,-1963.5
24.2575,-1969
24.258,-1978
24.2585,-1987.5
24.259,-1998
24.2595,-2003.5
24.26,-2003.5
24.2605,-2006.5
24.261,-2010
24.2615,-2015.5
24.262,-2026
24.2625,-2043.5
24.263,-2055.5
24.2635,-2074
24.264,-2086
24.2645,-2103.5
24.265,-2108.5
24.2655,-2115
24.266,-2111.5
24.2665,-2106.5
24.267,-2092.5
24.2675,-2081
24.268,-2077.5
24.2685,-2068.5
24.269,-2078
24.2695,-2086
24.27,-2107.5
24.2705,-2128.5
24.271,-2144.5
24.2715,-2154
24.272,-2159.5
24.2725,-2157.5
24.273,-2152
24.2735,-2146.5
24.274,-2143.5
24.2745,-2141.5
24.275,-2143.5
24.2755,-2146
24.276,-2151.5
24.2765,-2154
24.277,-2154
24.2775,-2154
24.278,-2154
24.2785,-2156.5
24.279,-2162
24.2795,-2174.5
24.28,-2178.5
24.2805,-2188.5
24.281,-2186.5
24.2815,-2186
24.282,-2176.5
24.2825,-2167
24.283,-2166
24.2835,-2173
24.284,-2175.5
24.2845,-2181
24.285,-2183.5
24.2855,-2191.5
24.286,-2190.5
24.2865,-2185
24.287,-2182
24.2875,-2179.5
24.288,-2180.5
24.2885,-2186
24.289,-2189
24.2895,-2194
24.29,-2199.5
24.2905,-2205
24.291,-2203.5
24.2915,-2199.5
24.292,-2192.5
24.2925,-2191.5
24.293,-2192.5
24.2935,-2200
24.294,-2208.5
24.2945,-2221.5
24.295,-2223.5
24.2955,-2223.5
24.296,-2223.5
24.2965,-2218
24.297,-2207.5
24.2975,-2202.5
24.298,-2200
24.2985,-2199.5
24.299,-2199.5
24.2995,-2202
24.3,-2207.5
24.3005,-2210
24.301,-2221
24.3015,-2223.5
24.302,-2224.5
24.3025,-2231.5
24.303,-2230
24.3035,-2223.5
24.304,-2223.5
24.3045,-2218
24.305,-2218
24.3055,-2218
24.306,-2218
24.3065,-2221.5
24.307,-2223.5
24.3075,-2221
24.308,-2213
24.3085,-2208
24.309,-2207.5
24.3095,-2202
24.31,-2199.5
24.3105,-2194.5
24.311,-2203.5
24.3115,-2210
24.312,-2223.5
24.3125,-2235.5
24.313,-2241
24.3135,-2246
24.314,-2239.5
24.3145,-2227.5
24.315,-2213
24.3155,-2198
24.316,-2179
24.3165,-2178
24.317,-2180
24.3175,-2186.5
24.318,-2199.5
24.3185,-2218
24.319,-2227.5
24.3195,-2234
24.32,-2234
24.3205,-2235.5
24.321,-2228.5
24.3215,-2223.5
24.322,-2218
24.3225,-2213
24.323,-2208
24.3235,-2207.5
24.324,-2207.5
24.3245,-2204.5
24.325,-2211.5
24.3255,-2208.5
24.326,-2215.5
24.3265,-2215.5
24.327,-2214
24.3275,-2216.5
24.328,-2224.5
24.3285,-2232.5
24.329,-2240.5
24.3295,-2250
24.33,-2245.5
24.3305,-2241
24.331,-2239.5
24.3315,-2228
24.332,-2221
24.3325,-2207
24.333,-2197.5
24.3335,-2195
24.334,-2207.5
24.3345,-2222
24.335,-2239.5
24.3355,-2253
24.336,-2265
24.3365,-2269
24.337,-2269
24.3375,-2255.5
24.338,-2240.5
